P0 id;Nivel_PowerBI;Nivel_Qlik;Nivel_Tableau;Nivel_Metabase;Nivel_Looker;Nivel_Looker_Studio;Nivel_Amazon_Quicksight;Nivel_Alteryx;Nivel_Grafana;Nivel_Pentaho;Nivel_Excel;Domina_PowerBI;Domina_Qlik;Domina_Tableau;Domina_Metabase;Domina_Looker;Domina_Looker_Studio;Domina_Amazon_Quicksight;Domina_Alteryx;Domina_Grafana;Domina_Pentaho;Domina_Excel;UF;Idade
m1t9631u7uft7jqgm1trk8iaytncee1y;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SE;30-34
m2j5vxl735207wwm26frcguqng1rkswt;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;RJ;30-34
m2ki1q2xmvzly7zm2ki9bz1ftbrlvotf;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;1;0;0;0;0;0;0;0;SC;25-29
m2pbsdc3uvagcotdblm2pbvwfudpx8by;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;50-54
m328zs2hxc7h9lna2m328wwj9z4aaec7;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;PA;25-29
m37nioalatbf19om37znigimvqwg2j94;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;RJ;40-44
m3gv1jmohx6spkmg53jkckm3gv1jmohd;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;25-29
m3ilnoz7dpuzrmiradmz95tpi4gm3iln;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;PE;40-44
m3stdl8gop23vdkozgm3stdl8g4ec63y;0,0;0,0;0,5;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;RJ;17-21
m3tpzamh6wh08mor1u1m3tpzfx1r9x8w;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;MG;30-34
m3zcqm8v1pnz7qflkenm3zcftnz8spx1;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;RS;25-29
m4845pl1rpskqwtym4m484598ir893w0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;1;0;0;0;0;0;0;0;0;0;0;MG;45-49
m4jtkz3dx6f2wm4enm4jt31g05g7zeb0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;GO;25-29
m55bhuy4teu5rogrjkqm55bjuns3f7aq;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;RN;25-29
m5fbm4oij5x6j3x55v8qqm5fbmaodgtj;0,5;0,5;0,5;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;BA;30-34
m5waomsroq8lsnph9m5waomsp0o3c6wi;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;PR;35-39
m5xzz7uzxmynaap49m5xzw9lo0qqrpbw;0,5;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0;0;0;0;0;0;0;0;0;0;0;;30-34
m63dm2wiy64lppwzmogjelm63dmkw8r6;1,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;RS;17-21
m68dh07zovuq9m6m68dh963fv7zrn14p;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;30-34
m6f6plo1hkey5kda8fgwmem6f6plodm2;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;40-44
m6lm7o6mn92rrgmbxtm6lm7onvqir3vy;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;1;0;0;0;0;0;0;0;0;0;0;SC;30-34
m6p2hjcz63a2bdj8ckm6p2hpbzm4ylj4;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;PR;17-21
m6x2py1kha2p9ow93qymm6x2py1bjj5j;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;RJ;30-34
m75jdi25uk9orcuram75jd21r94wp97j;0,5;0,0;1,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0;0;1;0;0;0;0;0;0;0;0;PR;25-29
m7aegefejfintmtf8guxt8l1ozm5ntf8;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,5;1;0;0;0;0;0;0;0;0;0;0;MG;45-49
m7mbi58rf4v8wokleej8m7mbinu19mpk;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;30-34
m88touhtv62nvzpn3ymm88touujjh9wv;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;45-49
m8aqh8d61hqwd51i3a2ym8aqh8d65l56;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;35-39
m8bwsdngqbex3ou5oapm8bwsglam42r9;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;;30-34
m8hns3oo5yq46ni1rtdp7m8hns38p7u2;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;1;0;0;0;0;0;0;0;0;0;SP;35-39
m8x71u9sg110deloc3ucym8x71u9sne6;0,5;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;MG;35-39
m97amshwqd61obe48vum97amjpn0nhoe;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;30-34
m9icsyvz9ppn5snm9ic7r5gvur9s4irp;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;MG;25-29
ma0w6pydb1p1zuama0w12xi10a9qg1aj;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SC;35-39
ma276jy3d70v66nma2k6qnzc6rbbl6qh;0,0;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;35-39
mafxr0bumfh5mly7mafxr0rf6k1v39nn;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;30-34
mb6bojhd7mk8n5wnye8pv11hcmb6bojh;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;AM;35-39
mbf6ooy92qhs5i3pmlk9ombf6klsbib6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;55+
mbhjikbuy8rmumbhjikx352m4p2a2uyr;0,5;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;25-29
mbhypk17me9lqtp4mbhy3csmdbtw11rl;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;RS;40-44
mcbqld5hydzdn220gmcbh3jojnajvld0;0,5;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0;0;0;0;0;0;0;0;0;0;0;PR;45-49
mceg1d0giyg90ko41mce0y4gr6sq0gys;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;PE;25-29
mco13y1vkhp4w6xszm0wqamco13y16y3;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0;0;0;0;0;0;0;0;0;0;0;MS;25-29
md0yjd2zxb7xyovxemd0y2igdb3tdke4;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;PI;30-34
mdn61vxwlfvqwws2dmdn61vxjbrif2xa;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;1;0;0;0;0;0;0;0;0;0;0;PR;25-29
mdyhq69enzh9vtiekmdyhq6tneuj1mey;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;RJ;25-29
me5omt99dvox8r5kme5omtf5ok37koe6;1,0;0,0;0,0;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;25-29
meb4hy15fydg9kmkmeb4hy15ut59mrqn;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;30-34
menaldehr01z96ehmenald756s8yft3x;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SC;17-21
meppdb6m4c54exlcq29vjemeppdb6r2w;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;DF;30-34
mf2dcdngr2repi4n2mmf2d30zo0xv2c9;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0;0;0;0;0;0;0;0;0;0;0;MG;35-39
mfhace4lflb3m91mcdmfhace4l8rcuu9;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;25-29
mfjamwl326ya17s3gllmfja0hy2h8d3t;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;30-34
mga2115fvk64myumga27xx2xbkh1uoko;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;MG;25-29
mgr8au8hixivr51l7j2tmgr8au7sjv5f;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;GO;22-24
mgzoii5pu0yin2s4q66tmgzoii54k6n8;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;BA;25-29
mh13odd4behdwqpmh13lphm4do4jsvtg;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SC;17-21
mh3w81jw2ku8f396rcy922amh3w8grx3;0,5;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;MG;30-34
mh6bdg5epyddrk5hfmumh6bkf39e5z50;1,0;0,0;0,0;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;22-24
mha8ny16hngqwomha8mw6m9a1p3bwz22;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;GO;22-24
mhelx7vfhp1gclvlnhgrmrmhelxt6h3b;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;MG;40-44
mhet3sg7t9vfz6x7chqmhetlb42uq1dl;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;ES;25-29
mhgv3hkshp2aap9021mhgr2fzlke6yqv;1,0;0,5;0,5;0,0;0,5;0,5;0,0;0,5;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;25-29
mhijdy618qhq5wlbdmhijdyhn01nsoqz;0,5;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;25-29
mhkb5j3d8wjbxy4wfmhkb0poc7ktd2ih;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;DF;40-44
mhl6rfs9o181fychj4hzmhl6rfyegh4k;0,0;0,0;0,5;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;1;0;0;0;0;SP;40-44
mhp5klxo2wwv89st451hcmhp5ki0jjl1;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;30-34
mhu1sl700bjaz5gnbmhusoqcicyikl47;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;35-39
misbzel7kgo5naqfyt3jmisbze9rpkfk;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;25-29
mjsln27t9tlikze9s4mjsln27toekxuu;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;35-39
mjv29buthte75cymjv29rhfmhzdik3ng;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;RJ;50-54
mk974x2ntgrg46rqmk974q5uelnf4agm;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;PR;30-34
mkjccyqdkfkg6e0kd94mkjccntkpxsm5;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;PR;30-34
mkk9r9j1t9unxpfspj3mkk9r9jk5xhs7;0,5;0,0;0,5;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;BA;25-29
mkm9lh8feokc0692dqmzmkm9lh8zctgc;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;25-29
mkoatojsdw14dzk3bmkoat8z2pu9v9sx;0,5;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;25-29
mkubf9xitp34bbvy4lmkubfxr86kerr6;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;RS;35-39
mllvdjxe4pgpenmllv4713oaeglokroi;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;;25-29
mly3ouxsh7qmly302tnzj4e3xib5nyuq;0,0;0,0;0,0;0,0;1,0;0,5;0,0;0,0;0,0;0,0;0,0;0;0;0;0;1;0;0;0;0;0;0;PR;25-29
mm0j6jvfj30j421emm0j6jvrmt173fa2;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0;0;1;0;0;0;0;0;0;0;0;SP;40-44
mmv5zwc6cvxxzq81dgxmmv5zwc6cwfvi;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;25-29
mmviad6f83vsm5bp4ge4qmmviaj66f6a;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;AL;22-24
mn99zwkvjkuxo3sg2pqrtmn99zw3h402;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;25-29
mnajukbj8n18ntg109vdmnal9e3l0jco;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;ES;25-29
mnpozc4koj67tir4jmnpozcuk0t1612u;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;MG;25-29
mo31vay2x3uytx7yzs3cjinmo3r62iad;0,0;0,0;0,5;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;1;0;0;0;0;SP;30-34
moa6z47m1hkvvi6ggmoa6zii0yjifjbk;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;PE;30-34
moc1079q9og42yqry2gmmoc107a2ydyt;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;25-29
moem4twz2uv96xvemoem4tqsu68vrj4n;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;25-29
mopfp3ht8lg9ukb9omopf5rlao5ldtcg;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;MA;35-39
mp6zdq5zqo1h7h7vf4jr3y1mp6zdq5dh;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;30-34
mpni5mwsheuzmpnj1v6b6jwoq3iw8nnf;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;30-34
mpq3uet9f96glndjkmpqxs1u1xoor5f0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;45-49
mpvbvdv60r752ompvbv674tfv7ej46wb;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;RJ;40-44
mqa0rm0rcef6k02tsoi5tmqa03u2smiy;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;1;0;0;0;0;0;0;0;0;SP;25-29
mqoegq5l0xd9kd8c38emqoegqa0mu0sw;1,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;BA;35-39
mqotdfbilt50kx5ulmqotft04fdnl59c;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;RJ;30-34
mqp43a0t0ka8e7ym9mqp43alvgt5v7zu;0,0;0,5;0,5;0,0;1,0;0,5;0,0;0,0;0,0;0,0;0,0;0;0;0;0;1;0;0;0;0;0;0;SP;40-44
mr67pzwwxjythmr6752rjrrx273bjhm0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;AL;25-29
mram3jjxbzf3o61x9e80mrawhd8btic5;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;35-39
mrbznhnsrxg6gvxb76mmrbznhnhggsxy;1,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;30-34
mrzz1jx4a4svc1uomrzz1wq2r11ne9kq;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;MG;25-29
ms0ndu5t0g58m5stt8nms0nduud7kx11;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;1;0;0;0;0;SP;25-29
ms0ri827vy12u29qms0ri8q1iy67mpad;0,0;0,0;0,5;0,0;1,0;0,5;0,0;0,0;0,0;0,0;0,0;0;0;0;0;1;0;0;0;0;0;0;BA;25-29
msapu84sxkh7amjoz9nqizekdnmrhjug;1,0;0,0;0,0;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;MG;25-29
msiahdckvsvg4xydj6msiahq604rqp5n;0,5;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;MG;30-34
mskkwafnnmtdofvamskk4qepi48vs7mw;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;25-29
msxkpw0brhp3s1umsxkpwjopy5y4umaw;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;ES;40-44
mszfzsulbe92xftdu745nmszfzsulyz6;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;MG;35-39
mt2rp2h4hybh6ex71j8mt2rpi3aqamq5;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;MG;40-44
mt59fw4zoq9g3jsfbwq80qfjmt59fwcu;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;1;0;0;0;0;0;0;0;DF;25-29
mt68m7c5sagmt68ujgch49h9kjt7vrcu;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;40-44
mt73n9uqzowu500omt73n9mvdpkw70u4;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;35-39
mtbbqypz3q0y4v441yjmtbbqymrh9hjv;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;MG;22-24
mtch28nnzxx5obfbulmtch2o4rd9xbe1;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;25-29
mtwvhpmtk52omtwvhpv5p6nlj1sw4v5p;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;25-29
mu1om4bgn2w7uj1zmpmu1om4bj1u04tq;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;30-34
mu5v033dwin8wqifqk72mu5v0336usr9;0,5;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;RS;25-29
muagxhuc0g99d230p2fv5nlmuagxjwo9;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;22-24
muwdqfcg5o9onvk5hmuwdqe46z2lcx1g;0,5;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,5;0,0;0;0;0;0;0;0;0;0;0;0;0;MG;30-34
mv4y46qucr1hn4fes8389mv4y472fsse;0,5;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;1;0;0;0;0;0;0;0;0;RS;25-29
mvp8woryshu6hixuomvp8wor89zhhzvl;0,0;0,0;0,5;0,5;0,0;0,0;0,5;0,0;0,5;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;;35-39
mvz5mmfd58g7ndngwi9amvz5myocmeq6;1,0;0,0;0,5;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;RS;25-29
mw72tifa32zu4gnlmw72r9ubzk6dqeho;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;RS;45-49
mwaupjkt73sonaskq5zmwaupjkz3w7i5;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;GO;25-29
mwg6r8a0cghhypznvmwg2y8qac5ltf3h;1,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SC;30-34
mwuigjgj2gdti7brnawgt1fumwuigjty;0,5;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;35-39
mwv328d0ymg5ssmw4psrjav2r7oeas4p;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;RS;55+
mx1xwyqly1j0cruad56mx1xwyiiurdhx;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;DF;50-54
mx2wadizs65m3r99fnmx2wadi7vg0090;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;MG;30-34
mx7ks1dq8evtw4ayimx7zf54rq4ee78h;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SC;35-39
mxbd1n9dnccavzw6ga0v5omxbd1nd8x8;0,5;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0;0;1;0;0;0;0;0;0;0;0;ES;30-34
mxldmqyd99h2d2a56ak8mxldmqtiyvn9;0,0;0,0;0,5;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;1;0;0;0;0;0;0;PR;25-29
mykp470kdqt61ewomykp0y6bnr6cdn9f;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0;0;0;0;0;0;0;0;0;0;0;SP;35-39
mzbmabflc3kelmzbmbhg551ky9xtz3og;1,0;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;30-34
mzgvs414bqsqpdmzgvss0wcj4pl3ekea;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;1;0;0;0;0;0;0;0;0;MG;25-29
mzm38fzscvb77k6vmzm38fpkvf3qfahg;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;17-21
mzvzhqaqolgys4y661yucs7mzvzhib2z;0,5;0,0;0,5;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;RJ;30-34
n0b72zywhtdjdwn0c962n0b72zywkuh1;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;RJ;25-29
n0fbmjbdbd68n1xzbmc12n0fbmjbdbg8;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;1;0;0;0;0;0;0;0;0;0;0;DF;55+
n0j78jmyngedro95s4kc8n0j78v4y03g;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;17-21
n0mg8bdq2lsj59l6n0mg8brk8j8w57a6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;40-44
n0ukfjgxlv6uw5n0ukfyhvtf7g1k1jar;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;PA;25-29
n1ho8yuqanown5csvgxn1hodbkq4839a;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;MG;25-29
n1x1bli7gj8cz5t736gwn1x1ipbpo0lq;0,0;0,0;0,5;0,5;0,5;0,5;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;25-29
n22l6o8maa3w3m3n22l6n3fa89400htk;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SC;40-44
n26waehvz1aw6djm9bn26waehet7r973;1,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;;25-29
n2aoi2k3257urb204jn2aclrn8fn3x3q;0,5;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;1;0;0;0;0;0;0;0;0;SP;25-29
n39z5gzn3vjnvw6ctn39z5bvlxsh7bet;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;35-39
n3a7t3wswismpxnn3a7t3wyqous2na2t;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;1;0;0;0;0;0;0;0;0;0;0;MG;25-29
n3brughsckfvk6u40xn3brmzxqni3a9u;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;BA;25-29
