P0 id;Nivel_PowerBI;Nivel_Qlik;Nivel_Tableau;Nivel_Metabase;Nivel_Looker;Nivel_Looker_Studio;Nivel_Amazon_Quicksight;Nivel_Alteryx;Nivel_Grafana;Nivel_Pentaho;Nivel_Excel;Domina_PowerBI;Domina_Qlik;Domina_Tableau;Domina_Metabase;Domina_Looker;Domina_Looker_Studio;Domina_Amazon_Quicksight;Domina_Alteryx;Domina_Grafana;Domina_Pentaho;Domina_Excel;UF;Idade
5lo01c1r376u6wwyl8pp5lo01c12r4xk;1,0;0,0;0,0;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SC;35-39
5lsx8igedpu5dj6pa9hn5lsx8y2qnsdk;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0;0;0;0;0;0;0;0;0;0;0;RJ;35-39
5m5i7ssmu1fvoc9c8o0s5m5i7sshuohn;0,0;0,0;0,0;0,0;1,0;0,5;0,0;0,0;0,0;0,0;0,5;0;0;0;0;1;0;0;0;0;0;0;RS;17-21
5mem4gj384pkbaax75meljk5ud00b425;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0;0;0;0;0;0;0;0;0;0;1;SP;25-29
5mtj3arsr5sh2j5rs5mtjq6ngalz5sbl;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;RS;25-29
5nagkrkj55xluhgqv5nagkcqeqnlzuxb;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;35-39
5nlemu3hbwq9e491tpff5nlemu3ln6ty;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;45-49
5nskahskti2w4l9bf3c5nskd6wvjw37f;0,0;0,0;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;ES;25-29
5nvdbdh3f6itlo3atf5nvdbdhtw1t016;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;RJ;25-29
5nwj07obx8tthn4ji5nwj0czl94azuk3;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;MG;25-29
5nwk2u62nlcvixzh5nwk2h5l4jnpbgkv;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SE;25-29
5nwwjny31f6ch5nwwc35v4s7v0dcyj2h;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;30-34
5oi4r28iwcu1h2t46s4rdhwd5oi4r28i;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SC;30-34
5ombtueix0s8tti3yqtc6a5ombtuei0y;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;PR;40-44
5opeeqhd9qluh07dlo5opeetcsmkxtx4;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;35-39
5ow9wo9k8acbbysbwi5ow9fa4z96ko1e;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;1;0;0;0;0;0;0;0;0;ES;25-29
5p0afktc5wt6tx5ho5p0ammbrtljobxz;0,0;0,0;0,5;0,0;1,0;0,5;0,0;0,0;0,0;0,0;0,0;0;0;0;0;1;0;0;0;0;0;0;BA;35-39
5p16w412i3k1gvy0spg5p16w4123g6z2;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;MA;35-39
5pkd6hrnqrnmtudesabn5pkd6ck2lkvl;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;PE;30-34
5py6m3abk0c50nvgj5py6lgnr0qw37ma;1,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,5;0,0;0,5;1;0;0;0;0;0;0;0;0;0;0;PR;25-29
5qewegaskcd017zvor5qeweg8rgpcnuk;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;MT;22-24
5qgan4wpamldaclo5qgan4hvbzbv85jt;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;1;0;0;0;0;0;0;0;0;0;0;SP;25-29
5r66nlon2ggg0fnj5r66nl25zqhc6ppr;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;1;0;0;0;0;0;0;0;0;0;0;GO;30-34
5r93jzad3rjnt870grs2h5r93j0s54ox;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;RS;30-34
5rdj2ujxf7h7g2a34eud75rdj2bcheiw;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;25-29
5soojg0v715wg89c6n1oxk5soojvcnxn;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;30-34
5spf1bdq67jlr1jag7scg85spf1hroid;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;30-34
5t9cohjbxr0uvsq12r8920i885t9cohs;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;PA;25-29
5th7dte99t64gh6jxzi5th7dte91mwaz;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;30-34
5tlo787rhcsp7pw5tlorwyy0cu1itg3x;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;GO;17-21
5ubj6seytesqpiwpw5ubcsgy96qak7yb;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;25-29
5unwj941f29d1lct4twi5unwj9w1yakq;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;PR;35-39
5uuk3djm4t1q7uu5uuk3d7jhwu3ifdcr;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;ES;30-34
5v0eip447il30q1ygxig5v0eip44dn7a;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;;30-34
5v4cio5hoo9pkyyqqw5v4ci6y9vfv9uv;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;MG;30-34
5vbtf41ixc9xys1cixzf705vbtf41imu;0,5;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;BA;17-21
5vep09hz7ci1c1tw5vezxg7zgfs8j57t;0,0;0,0;0,0;0,5;0,5;0,5;0,5;0,0;0,5;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;30-34
5vkxze5dd97i03twm7afz9b5vkxze512;0,0;0,0;0,0;0,0;1,0;0,5;0,0;0,0;0,5;0,0;0,0;0;0;0;0;1;0;0;0;0;0;0;SP;25-29
5vli28bvxkqsy6gomf5vli5lnnr99z2d;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;RN;25-29
5vmrxt7ycxf19qig27jil6z69s5vmrxt;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,5;0;0;0;0;0;0;1;0;0;0;0;SE;30-34
5vqc28udzrichztj3c7jv5vqc28gupym;1,0;0,0;0,0;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;30-34
5vsskdkop8osah5mowff95vsskdkhqcm;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;ES;30-34
5vtf1bmwd5josacqawtsy5vtf1bv44lv;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;40-44
5w6ybuwq88smtj65j5w6yo16r54xs6ak;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;30-34
5w8yunbk7be2avciw3pt35w8yunbzyid;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;25-29
5xcigun7yf1x0dd9kokc4kp5xcigun8f;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;45-49
5xsy3147kuuka1nm30iwdah5xsy314vt;0,5;0,0;1,0;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;0;0;1;0;0;0;0;0;0;0;0;SC;40-44
5y97b92pfpmevgw5y9zklubo2sfbwy0w;1,0;0,0;0,0;0,0;0,5;0,5;0,0;0,5;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;35-39
5ytuiegb5hwtm5ytui9gp5pziasrioa6;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;1;0;0;0;0;0;0;;25-29
5zadadt6jn2u4usfnltk5zaa58rh7qh1;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;35-39
61emyheor2xuoa6kiac61emyhe13gspx;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;25-29
61l0nbb9nqkcfypnz62vf61l0nbbevzw;0,5;0,0;0,5;0,0;0,0;0,0;0,5;0,0;0,5;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;25-29
61rrpmwmqjzexpjr17461rr3fkbjj9a4;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;DF;35-39
61xifqmx8nqkbx8rmyqd61xifqmvn8ts;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;MG;40-44
62mqqe5kotd1y5wf1dse62mqqe6b3pxh;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;RS;22-24
62nnricru74nmziau62nnrskvty23qp6;1,0;0,5;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;22-24
62svif65av8s7o4b62svc95gjf7hia1x;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SC;22-24
62xnqp1u2kv0qbb562xnqpa8psbaf6wh;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;30-34
63472ua8898js71j663472pggefatyyo;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;CE;22-24
639e8gbdpvo2hk3lw639e8gbuq5d9nj2;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;35-39
63q85iw4s2rq5v4863q85ig5nxh305o3;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;30-34
63xxp598q51b48qvjbt63xxp594ebrsk;0,5;0,0;0,0;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;ES;25-29
640fxomxr5n9tqr906r1q1wafi2lfywd;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;40-44
642v9f3xlfrcr4sjg642vf5mcur0azu4;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;50-54
64sybwwutrw48xskq64stmxvxqw7uup0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;45-49
6502cas9tvfinbswqt650ikahspoxiww;0,5;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;1;0;0;0;0;0;0;0;0;0;SC;35-39
651lbrqvvlqi1fvsv15651lbjvlb9j3s;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;RJ;25-29
658n6sa8r5o5vx658ljhbj3gio4vqbb1;1,0;0,0;0,0;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;GO;35-39
664rqrpl95ffvesbzl62664rr2mej47y;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;25-29
66nxcxt5ymv9zpxh66nxcxt4yynkl3n7;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;RS;35-39
66z0oltjodrdoeroasz66z0ol92pcwyp;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;25-29
67asuklpygftq067m0x3k7feet3vhrc5;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;RS;45-49
67mewymtr7z2mbqdk67mewy3nien49ik;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;ES;25-29
67q78gcr01qm6jyg5zmg67q78mqd6xje;1,0;0,0;0,0;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;25-29
68cax8ew4ipf7wp75p68cazru3lnv06q;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;PR;35-39
68l1uss4tk6lukh0hodwn6hc168l1uss;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;RJ;25-29
68pr87ejgycvr7tsj68pr87epcoal8nw;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;CE;30-34
693vyxu3m33u66khqk3693vyd1fk9g7e;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;MG;25-29
69di7rqgbhwmelwg69dibpyrhtpcrbcc;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;30-34
69pvhqfrpvzjchky569pvgkoeixqomyg;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;RN;55+
69s0ptz18gzuj571vtnu969s0ptgztz0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;25-29
69u3tut1fbgljjbqdjmb9h69u3tut7ji;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;1;0;0;0;0;0;0;0;0;SP;22-24
69v3utvxeos32vc2fb1t69v3ura9z3rl;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0;0;0;0;0;0;0;0;0;0;0;PR;35-39
6a2x6bgrww32o2jkm6a2x6d2ia0otxao;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0;0;0;0;0;0;0;0;0;0;0;SP;25-29
6a7faj45k8b7g6a7faj4km2de34rft0z;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;;30-34
6af7h59zds1r2bh36af7hdbap7kh181k;1,0;0,0;0,0;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,5;1;0;0;0;0;0;0;0;0;0;0;SP;30-34
6ai4rcgxjiidah16ai4rtzmlxt4rr7j4;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;25-29
6am287goxaf51pei3m36am287cevyslp;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;PR;30-34
6aua822oz2ozlbpjry6aua82c4j4kw7j;0,5;0,0;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;25-29
6ayzw5rkky7jqkjcl6ay0unqh63skj61;0,5;0,0;0,0;0,0;1,0;0,5;0,0;0,0;0,0;0,0;0,5;0;0;0;0;1;0;0;0;0;0;0;;22-24
6b7gxqo1vngb4knzasuxq6b7gxqo1h3x;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;RJ;30-34
6be7c4tr9x7rc5mid46be7ckhf10eea5;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;MG;25-29
6bghp769a13nklg8q6bghpbh7ab1rvts;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0;0;0;0;0;0;0;0;0;0;0;SP;30-34
6bh079sl02hb2e6bh04p523hjymanlgg;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;RJ;25-29
6bhz5apxiu93dc8r8y6bhz5a52fj6und;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;30-34
6bk5z3o6tllwkoavcwg26bk5z3r1xz13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0;0;0;0;0;0;0;0;0;0;1;BA;22-24
6bysjmdna05xb9746bysjm1bg2ovmctk;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;;30-34
6c3vll6m6v3wbi2mco616c3vc1j3k0v4;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;RS;22-24
6c7srspb80r43pyu0kwwlb6c7srsq7xz;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;RJ;30-34
6cjn6achias3rz9x1e1hroq6cjn6acq0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;25-29
6cvoey2tcuexvwqje8mt6cvoeytt4wvj;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;PR;25-29
6cxqarav1bi89zuigp6cxqaraaqbdf0j;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;25-29
6cyb4o9qkht1xcx6cybd9bazgrdoefg1;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;55+
6d9d65vcgr4jsgh6d9nk0p3jl18w1bhb;0,5;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;25-29
6djhnctfbcflpzg6djhrdmlqd0286b9t;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;MG;25-29
6dns2dg4lfbzlauv86dn4za8ik9n816t;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;RN;30-34
6doamp9kreie0aznk59l36doam29pe1y;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;DF;40-44
6e4v484x6355lo3jmy89no6e4v4847md;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;PR;25-29
6edc3yv6zppelw9d6edccs337f53lq1c;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;1;0;0;0;0;0;0;0;0;0;0;ES;22-24
6egoewrs6u8e5a0d66egdn6fm7v2xs0c;0,0;0,0;0,5;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;RJ;30-34
6ern8l86vvxxf6w7v6ern87bbqetvv1b;0,5;0,0;0,5;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;MG;30-34
6escyl2nohadicpa06escyq7z0ff0a7w;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;RS;35-39
6f7bhy312pxipz3qfrrr6f7bhyihughc;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;30-34
6fhilka8a244hexz5vagq6fhijy4m1ec;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;;30-34
6fo9qvu597pxv6fo9qvx3cyublea9wxc;0,0;0,0;1,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0;0;1;0;0;0;0;0;0;0;0;SP;25-29
6fqk03be56bbm6fdak8rwpnsqjx5x2id;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;RS;30-34
6g8paszeznzcqel6g8paydaym8yol5ny;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;PE;30-34
6gyo55tnyp24k6e26gvimqpf43u6fsgt;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;1;0;0;0;0;0;0;0;0;0;RJ;50-54
6h28jyacaqv9sr96l6h28jmz0jbqd8ny;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;MG;30-34
6h8r6eplnelpoz566h8r6exflk9sz51h;1,0;0,0;0,0;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;RS;22-24
6h9hzfsjitgjoq56h98m07nmueeqaee7;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;45-49
6hbnw9ml7hg6u1ldbhnjb46hbnw9mlgy;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;;40-44
6i1j3q637pi7fmjy6i1j3qhgtzms0wjc;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0;0;0;0;0;0;0;0;0;0;0;DF;25-29
6i7x2x22nr6ima2ouhc6i7x2x6omh2po;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;17-21
6ieqrh6eol0httzg6ieqrhqa23c87m0f;0,5;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;RS;30-34
6ilzmt2ncra2l7hc07x6ilzput24hukv;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;BA;22-24
6iov9atj2pr4v3klg1r86iov9atov2v9;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;50-54
6iq7enw0ij6i8w56imdpf4glul6d8w56;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;MG;25-29
6j3e3cz6rrh06oux16j3e3kvztit0avi;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;MG;30-34
6j3vbnuw9he6xl2ikc0r6j3vbnuww861;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;22-24
6j58w5bubbsilbti68nk02fy6j58wvbl;0,0;0,0;0,0;1,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;1;0;0;0;0;0;0;0;SP;25-29
6jcgsih6adthnrlbx6jcgsixe19k1sf7;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;25-29
6jhf226effl0xtw6jhf23nixj5htt3v8;0,5;0,0;0,5;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;RJ;25-29
6jj3orx3hyrbq3l80x6jj3oqqr7na0ny;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;RS;22-24
6julvs3ohmbj3fsbt3pkte6julvsvyrb;1,0;0,0;0,0;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;RO;35-39
6k0ya0gctynf6jh06k001v2lb96sfb74;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;30-34
6k6nmhoi576xnrr6k6nme6n8hf7dmsr5;1,0;0,0;0,0;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;MG;25-29
6ki45cvmj036ic6khmu0nvdpimjfiwlo;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;1;0;0;0;0;0;0;0;0;0;0;CE;35-39
6l41vvravl3i6pk0xym6l41vvhq7m3js;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;35-39
6l7m9km1nuvc7a2cnk6l7m6gw9nbwkvm;0,0;0,0;0,5;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;1;0;0;0;0;0;0;MG;22-24
6l9s2ours5koq7iig6l9s2edcfde37e5;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;SP;35-39
6lnbruwg6zx1mxcqud6lnbqre8vq0bge;0,5;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;30-34
6lnvh5prfw18chyya06lnvh5p64u7myz;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0;0;0;0;0;0;0;0;1;0;0;SP;30-34
6lw0ag7gtzjyjv6lw0afutsgdlr0zq5b;0,5;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;RJ;25-29
6lzo8afocoa8456lzo8aa9gkhclaey2c;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;SP;25-29
6mcg5c8x7orhq3remln6mcg5mlwybnwr;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;RJ;25-29
6mtl22z6jfxx70w6mtlnqy2j607vlzj8;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;SP;30-34
6mxff6os0rj299ylp6mxfw1ivn8b5zl5;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;MG;45-49
6necr1yysoxm6vjpun6necr1yyyl7fh0;0,0;0,0;0,5;0,0;1,0;0,5;0,0;0,0;0,0;0,0;0,0;0;0;0;0;1;0;0;0;0;0;0;SP;30-34
6ng920wjd10w5p6ngnfztycr77yvjlsg;0,0;0,0;0,5;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;1;0;0;0;0;0;0;DF;30-34
6nrcabq42kkdv3odeaj36nrcab3wfafb;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;0;0;0;0;0;0;0;0;0;0;MG;40-44
